,Players,AgeScore,score90sScore,GlsScore,StandardShScore,StandardSoTScore,StandardSoTpercentageScore,StandardSh90Score,StandardSoT90Score,StandardGShScore,StandardGSoTScore,StandardDistScore,StandardFKScore,PerformancePKScore,PerformancePKattScore,ExpectedxGScore,ExpectednpxGScore,ExpectednpxGShScore,ExpectedGxGScore,ExpectednpGxGScore,TotalScore
147,Y. Manuel,-1.6772555984345,-1.010732829536293,-0.6102565689535058,-0.8216228953683526,-1.1316607359987627,-1.9354647234219704,-0.6629353065221525,-1.2561060761212461,-0.030714095813208348,,1.4579216548742702,-0.42634075534610605,0.753962037077136,-0.4640623391598786,-0.9652412041942016,-1.278604192128502,-0.3849492483383022,0.24849529118745742,0.13043396007735292,-10.065133626120765
148,C. Asiku,-1.2388539882710035,-1.1697287296906462,-0.6924016509011864,-1.452459165859654,-1.385076120889117,,-1.1837085583457732,-1.4014360627990647,,,,-0.15165329270455435,-0.8833279137415979,-1.1977192306213587,-1.452440182801195,-0.9528811882008923,,0.6649761644124024,0.5516953107271786,-11.945014609686464
149,B. Obonyo,1.610756477791723,0.8577221754623179,0.45762949636634354,0.6878781804501184,0.4431348701055812,-0.30022139829891376,0.6265984598982415,0.19719379065694237,-0.39928324557168626,-0.48445246627355415,1.0794541367399209,0.6724090952201006,-0.49808321943130757,0.2695945523016011,-0.18572283842301238,0.3500108275095459,0.3950055483333069,0.35261550949369364,0.6043529795584067,6.736592931889369
150,R. Ssembatya,0.7339532574647303,0.26528522265788035,0.6219196602617049,0.3574401340022939,0.8956623431240707,0.7854015020909102,0.2670169288771701,0.9601762207154911,0.8907087785829864,0.29409910133099937,-0.5130585369682503,0.5808466076729168,-0.49808321943130757,-0.09723389342913873,-0.0395631448409144,1.1100311700073016,0.9149754127810464,0.35261550949369364,0.39372230423349397,8.275915358627081
151,K. Opio,0.29555164730123384,-0.028401471894746882,0.4987020373401839,-0.7164835169531357,-0.6067288672973149,0.3409116442293466,-0.6319368986755085,-0.583954887736334,1.259277928341464,1.8969993875756685,-0.2451821767303017,0.12303416993699733,-1.075950260896743,0.08618032943623123,0.009156753019784972,-0.24714801302440498,-0.3849492483383022,1.2376373650967014,0.920298992545776,2.1470149132765957
152,Z. Ahmetovi?,0.7339532574647303,0.3807344749992578,1.19693523389547,1.619112674984897,0.6784491560751958,-0.5720356618686692,1.3271624772323978,0.7421812406987631,0.3378550539452696,0.06511334615318955,0.6026833671421047,4.609596059749008,2.9691190293613055,3.846171898176315,2.9323506246617446,1.4357541739349113,0.005028149997502366,-0.8447670010280227,-1.5019537736907214,20.56344378188465
153,I. Berg,0.07635084221948565,1.8086594381689283,0.33441187344482237,0.5076392460240324,0.9137634420448102,0.3681475423826287,0.366211833986431,0.9238437240460364,-0.5835678204509253,-0.6676410704158021,-1.0488112574441475,-0.19743453647814627,0.07978382203412793,-0.4640623391598786,0.3501960380446803,0.6214466641158874,1.3049528111168511,-0.480346236956196,0.025118622414896506,4.238662639138522
154,G. Lombardo,-0.5812515730257589,1.0501375960312804,0.1290491685756206,0.4024998676088155,0.5155392657885394,0.015170302316092597,0.2546175657385124,0.3788562740042159,0.06142819162641107,0.5230848565088092,-0.8472895919440396,0.1688154137105893,0.27240616918927313,-0.2806481162945087,-0.0395631448409144,1.001456835364765,0.6549904805571769,-0.3762260186499598,0.28840696657103754,3.591480508835957
155,L. Alanyo,-0.5812515730257589,-0.3028466243904779,-0.8566918147965479,-0.40106538170748507,0.044910693849310165,0.9945731999081168,-0.3963489990410134,0.26985878399585167,0.24571276650565005,-0.30126386213130624,-0.9234746118282265,-0.19743453647814627,0.07978382203412793,-1.1060121191886734,-0.0395631448409144,-0.24714801302440498,0.005028149997502366,-0.7406467827217866,-0.5541157347286139,-5.007995781612797
156,G. Munsaka,1.391555672709975,0.5377049496739379,0.41655695539250315,0.011982176352295605,0.11731508953226857,-0.009342006021861053,-0.03056778645061326,0.08819630064857814,-0.39928324557168626,0.8894620647933051,-0.4073825416450229,0.8097528265408765,1.0428955578098538,0.36130166373428624,0.44763583376607907,0.8928825007222286,-0.6449341805621718,0.6129160552592842,0.5516953107271786,6.680343197411297
157,M. Maimon,1.610756477791723,-0.9783260218615204,0.868354906104747,-0.8216228953683526,0.2983260787396644,3.51008075334525,-0.712532759076783,0.3606900256694885,2.825696814814995,1.1642449710066771,-1.2945693861028158,0.1688154137105893,0.17609499561170053,0.6364229980323411,0.2040363444625822,0.13286215822447292,3.254839802795874,0.5608559461061661,1.4995333496892864,26.929119947392177
158,U. Madondo,-0.36205076794401075,1.5514304022504202,0.6219196602617049,-0.34849569249987655,0.20782058413596657,1.1781431534612379,-0.3219528202090676,0.3243575290000338,-0.030714095813208348,0.2025047992598756,0.5338710911176772,-0.472121999119698,0.5613396899219908,0.45300877516697113,-0.5267621234479076,-0.6271581842732827,-0.9049191127860415,1.4979379108622919,0.8676413237145479,4.405800123059624
159,W. Kuhn,-0.5812515730257589,2.027405389973643,0.08797662760178021,-0.06311737965857367,0.026809594928570567,0.028243533429668108,-0.018168423311955617,0.033697555644396034,-1.0442792576490225,-0.39285816420243025,0.8681021460934661,0.443502876352141,-0.7870167401640252,-0.5557694505925636,0.009156753019784972,-0.13857367838186835,-0.6449341805621718,-0.3762260186499598,-0.18551205291001632,-1.2628124420648958
160,J. Leng,-0.36205076794401075,-1.1737795806499929,-0.8977643557703883,0.10210164356533874,2.379952454624717,3.5166173689020384,0.13062393435193598,2.4134760874936796,-1.50499069484712,-1.6293812421626037,-0.19357296971198157,0.0772529261634054,0.5613396899219908,-0.09723389342913873,1.8605128717263597,1.544328508577448,1.9549151416765254,-3.4477724586839273,-3.186999176290024,2.047575487514252
161,M. Hassan,0.7339532574647303,-0.8233809726665136,-0.8566918147965479,-0.4536350709150934,-0.7334365597424919,-0.8427604895122931,-0.48934422258094573,-0.8382823644225169,-1.0442792576490225,-1.7209755442337276,1.5144460244657638,0.5350653638993248,0.27240616918927313,-0.18894100486182372,-0.4780422255872083,-0.24714801302440498,0.3950055483333069,-0.1679855820374874,-0.2381697217412446,-5.672196480418921
162,A. Musonza,2.0491580879552194,-0.5853934788049019,-0.11738607726742152,-0.018057646052052106,-0.5524255705350961,-0.5714909439056034,-0.061566194297257376,-0.22062992104178675,-1.5971329822867395,-1.6751783931981656,-0.616276951004891,-0.5636844866668819,1.0428955578098538,1.6452012237918756,-0.283162634144411,-1.0071683555221607,-1.6848739094576506,-0.42828612780307795,-0.7647464100535267,-6.010205212484675
163,M. Reilly,-1.4580547933527517,-0.9641480435038072,0.37548441441866276,-0.3184558700955289,1.637807398874394,3.510625471308316,-0.24135695980779295,1.4324986774184023,1.0749933534622251,-0.2554667110957443,-0.2156912012912617,-0.014309561383778516,-0.8833279137415979,-0.005526781996453764,-0.283162634144411,-0.3014351803456731,0.7849829466691115,1.0814570376373471,1.4995333496892864,6.456446998718944
164,U. Atugonza,-0.8004523781075071,-0.31803731548802744,-0.07631353629358113,0.16969124397512092,0.4793370679470602,0.6514008831767623,0.05002807395066143,0.6513499990251262,-0.1228563832528279,-0.07227810695349625,-0.48356756152921027,-0.3805595115725141,-0.6907055665864528,-0.5557694505925636,0.9348348123730722,1.16431833732857,1.8249226755645904,-0.11592547288436932,-0.2381697217412446,4.142496176678338
165,E. Cortez,-0.36205076794401075,1.5068710416976077,0.005831545654099543,-0.05560742405748674,0.008708496007830965,-0.25174149958607184,0.03142902924267483,-0.002634941025058508,-0.30714095813206677,0.15670764822431357,0.15540357298332802,0.0772529261634054,0.6576508634995634,-0.9225978963233035,-0.6242019191693063,-0.19286084570313666,-1.1649040450099113,-0.11592547288436932,-0.18551205291001632,-1.585322699271914
166,J. Testa,-1.6772555984345,-1.1494744748939134,-0.6102565689535058,2.204889211869677,4.733095314320862,1.6983488081889262,1.7859389133627304,4.629758384330417,-1.50499069484712,-1.5835840911270416,1.575885556630431,0.0772529261634054,-0.5943943930088801,0.45300877516697113,-0.0395631448409144,-0.6271581842732827,-2.0748513077934554,-0.7406467827217866,-0.6594310723910702,5.896571576747951
167,T. Karmakar,0.9531540625464785,0.5913787248852802,-0.4870389460319847,0.20724102198055572,-0.24470688888252307,-0.39554704183540107,0.11822457121327834,-0.2024636727070596,-0.4914255330113057,-0.9882211276647359,-0.08789697438875421,0.7639715827672846,-0.9796390873191705,-1.1060121191886734,0.2040363444625822,-0.41000951498820976,-1.0349115788979766,-1.000947328487377,-0.4488003970661574,-5.039613902613869
168,Y. Horváth,0.5147524523829821,1.594977050063396,0.9094274470785874,0.5677188908327279,0.714651353916675,0.12956107455987745,0.4530073759570345,0.45152126734312537,-0.4914255330113057,-0.02648095591793449,-0.4172128667913699,-0.15165329270455435,-0.016527351543444636,0.5447158865996561,0.7886751187909741,1.001456835364765,0.7849829466691115,-0.22004569119060555,-0.29082739057247275,6.841274617827224
169,F. Salonen,-0.5812515730257589,-0.13372359683775792,1.0326450700001084,0.22977088878381632,-0.009392602912908435,-0.12482221419177736,0.21121979475321054,-0.03896743769451325,0.24571276650565005,0.8894620647933051,0.2365037554406882,0.031471682389813474,0.6576508634995634,-0.2806481162945087,-0.283162634144411,-0.4642966823094779,0.2650130822213723,1.1855772559435833,1.5521910185205148,4.6209533854405125
170,P. Atukwatse,-1.4580547933527517,-0.8790801733575291,-0.5281114870058251,-0.7990930285650917,-0.7334365597424919,-0.11719616270885835,-0.6381365802448373,-0.8564486127572444,-0.21499867069244732,-1.125612580771422,0.05464274023327394,-0.472121999119698,-0.40177204585373494,0.2695945523016011,-0.4780422255872083,-0.5185838496307462,-1.0349115788979766,-0.7927068918749046,0.13043396007735292,-10.593635987550536
171,U. Oyella,1.8299572828734711,0.6865737224299246,-0.07631353629358113,-0.10066715766400813,-0.04559480075438764,-0.12209862437644892,-0.11116364685188782,-0.11163243103342273,-1.2285638325282613,-0.3470610131668682,1.2097059449290155,0.9928778016352444,-0.2091496986985898,-1.1060121191886734,-0.33188253200511036,-0.4642966823094779,0.3950055483333069,0.508795836953048,0.28840696657103754,1.6568870288543307
172,M. Anderson,0.5147524523829821,-1.1859321335280326,-1.1441996016134306,-1.4900089438650885,-1.0773574392365441,,-1.2395056924697325,-1.4014360627990647,,,,0.12303416993699733,-0.8833279137415979,-0.5557694505925636,-1.306280489219097,-1.7129015306986481,,0.040254854574985004,-0.2381697217412446,-11.55684750261008
173,E. Apiyo,-0.8004523781075071,0.11337831168238352,-0.7745467328488672,-0.6488939165433534,-0.31711128456548143,0.613815343725233,-0.5699400829822203,-0.22062992104178675,-0.5835678204509253,-0.713438221451364,0.02023660222106021,-0.2889970240253302,-0.9796390873191705,0.45300877516697113,-0.3806024298658096,-0.7357325189158194,1.3049528111168511,-0.480346236956196,0.025118622414896506,-4.963387188746435
174,D. Tshuma,0.07635084221948565,-1.0573176155687787,-0.5281114870058251,-0.5813043161335711,-1.1316607359987627,-1.932196415643577,-0.4583458147343016,-1.0562773444392453,-0.30714095813206677,,-1.6730369042371656,0.12303416993699733,0.4650285163444183,-0.4640623391598786,0.3501960380446803,-0.19286084570313666,1.3049528111168511,-1.4174282017123219,-1.5546114425219497,-20.0695840866563
175,B. Ghorbani,0.29555164730123384,2.1307020894369813,0.745137283183226,-0.018057646052052106,0.406932672264102,0.5103189307427611,0.0810264817973054,0.39702252233894325,0.7064242037037473,0.6604763096154953,-0.5106009556816636,0.1688154137105893,1.0428955578098538,0.6364229980323411,1.1784343016765688,0.947169668043497,1.6949302094526555,-0.3762260186499598,0.44637997306472216,11.143755641790348
176,B. Okyere,-0.8004523781075071,-1.2183389412028052,-0.5281114870058251,-1.5050288550672621,-1.25836842844394,,-1.2395056924697325,-1.2742723244559735,,,,0.031471682389813474,-0.9796390873191705,0.08618032943623123,-0.7216417148907049,-0.8443068535583558,,-0.011805254578133093,0.3410646354022658,-9.9227543698711
177,J. Lorenz,-0.14284996286226254,-0.3271517301465572,-0.36382132311046367,0.32740031159794625,0.13541618845300818,-0.12046447048725194,0.2918156551544854,0.0518638039791234,-0.30714095813206677,0.24830195029543736,0.8214081016483188,-0.19743453647814627,0.753962037077136,-0.09723389342913873,-0.13700294056231302,-0.19286084570313666,-0.514941714450237,-0.22004569119060555,0.4990376418959504,0.5082576235492263
178,K. Van der Meer,-1.4580547933527517,-1.1150422417394674,2.9219819547967654,1.5515230745751147,0.5517414636300186,-0.5763934055731942,1.1721704379991773,0.5060200123473073,1.3514202157810835,2.8129424082869083,0.37412830748954307,-0.06009080515737044,-0.30546087227616237,-0.09723389342913873,0.8861149145123729,0.8385953334009604,-1.1649040450099113,3.2159215129151892,3.237236421119817,14.642616000316261
179,C. Kwakye,0.7339532574647303,-0.6015968826422882,-0.15845861824126192,-0.2959260032922681,-0.6610321640595336,-0.7245566915270489,-0.25995600451577944,-0.6929523777446981,-0.4914255330113057,-1.3545983359492317,0.6641228993067718,-0.7468094617612497,0.9465843842322811,1.5534941123591908,-0.33188253200511036,-0.41000951498820976,0.005028149997502366,0.040254854574985004,-0.9227194165472113,-3.7084858783497348
180,K. Imai,0.7339532574647303,-1.0714955939264919,-0.5281114870058251,1.2811646729359851,1.1852799258559044,0.2455860006928593,1.0047790356272992,1.2871686907405835,-0.8599946827697836,-1.07981542973586,-1.4371091007248435,-0.6094657304404738,0.3687173427668456,-0.5557694505925636,3.224670011825941,3.9872510380345196,1.0449678788929815,-5.113695951583707,-5.030017585383011,-1.9219371573249102
181,U. Dewi,-0.36205076794401075,-0.7322368260812154,0.5808471192878645,0.8155474256685961,1.80071728916105,0.9629795580503097,0.7195936834381738,1.777657395778222,0.7064242037037473,0.24830195029543736,0.10379436596500745,-0.5179032428932899,-0.6907055665864528,-0.4640623391598786,0.009156753019784972,0.6214466641158874,0.7849829466691115,0.8211564918717567,0.7623259860520913,7.9479730904121935
182,O. Soleimani,-0.5812515730257589,1.1271037642588655,-0.6513291099273462,-0.596324227335745,-0.6610321640595336,-0.8928745421143321,-0.5265423119969187,-0.6747861294099707,0.1535704790660305,-0.1638724090246203,0.17506422327602109,-0.7010282179876577,-0.40177204585373494,0.5447158865996561,-0.18572283842301238,-0.4642966823094779,-1.2948965111218462,0.040254854574985004,-0.34348505940370094,-6.098504614218098
183,U. Sun,-0.14284996286226254,-1.202135537365419,-1.0620545196657498,-1.4073994322531322,-1.0773574392365441,,-1.258104737177719,-1.3287710694601556,,,,-0.7010282179876577,-0.49808321943130757,-0.37235522772719365,-1.6473197742439922,-0.7900196862370876,,0.40467561864681173,0.4990376418959504,-10.58376556310546
184,Q. Mutabazi,-0.5812515730257589,-0.4790586411220541,-1.0209819786919094,-0.05560742405748674,-0.4076167791691794,-0.675532074851141,-0.061566194297257376,-0.4386249010585151,-1.1364215450886421,-1.5835840911270416,-0.023999860937500037,0.1688154137105893,0.07978382203412793,0.36130166373428624,-0.867801408472803,-0.08428651106060019,0.2650130822213723,-0.6365265644155503,-1.0280347542096677,-8.205980319884732
185,O. Chelimo,-1.0196531831892552,-1.1869448462678691,-0.4870389460319847,2.325048501487067,3.3574117963446546,0.7913933996846322,1.9905284051505814,3.4126197459036844,-0.952136970209403,-1.2630040338781077,-1.5845639779200449,-0.6094657304404738,0.07978382203412793,-0.6474765620252486,0.10659654874118372,0.4585851621520825,0.3950055483333069,-1.4174282017123219,-0.7647464100535267,2.984514068103084
186,O. Ghanbari,-0.36205076794401075,2.0810791651849856,1.19693523389547,-0.10066715766400813,0.08111289169078938,0.1306505104860089,-0.11736332842121663,-0.16613117603760486,-0.21499867069244732,0.47728770547324745,-0.102642462108274,-0.24321578025173823,0.8502732106547085,0.6364229980323411,0.6425154252088763,0.18714932554574124,-0.6449341805621718,-0.11592547288436932,0.28840696657103754,4.503904436177365
187,Q. Nampijja,-1.4580547933527517,0.18528091621078524,0.33441187344482237,-0.3184558700955289,-0.22660578996178346,0.5168555462995488,-0.3529512280557118,-0.2024636727070596,0.7064242037037473,0.8894620647933051,-1.39533021885287,-0.472121999119698,-0.9796390873191705,-0.4640623391598786,-0.7703616127514044,0.0785749909032046,0.6549904805571769,1.1335171467904652,1.2362450055331453,-0.9042843831396561
188,C. Nafuna,-0.36205076794401075,1.1038113712426227,-0.36382132311046367,0.5752288464338147,0.3345282765811436,-0.152602830308125,0.4220089681103905,0.4878537640125799,0.4299973413848889,-0.805032523522488,2.0108774443562742,1.6338152144655316,0.17609499561170053,-0.09723389342913873,0.009156753019784972,-0.41000951498820976,-1.8148663755695857,0.7170362735655204,-0.027539046416331692,3.8672529734958987
189,H. Kovács,-1.4580547933527517,-1.1069405398207743,-1.0620545196657498,0.7104080472533794,0.3888315733433624,-0.11719616270885835,0.6823955940222007,0.6331837506903989,-1.5971329822867395,-0.896626825593612,-0.5720404878463308,-0.6552469742140659,-0.9796390873191705,0.5447158865996561,-0.33188253200511036,-0.08428651106060019,0.5249980144452419,-0.8447670010280227,-0.8700617477159831,-7.091397298263531
190,X. Opira,-1.4580547933527517,1.270908973315669,-0.15845861824126192,-0.34098573689878964,0.18971948521522697,0.583311137793557,-0.20415887039182015,-0.075299934363968,0.5221396288245085,-0.3470610131668682,0.32006151918463543,-0.6552469742140659,0.07978382203412793,-0.6474765620252486,-0.7216417148907049,-0.13857367838186835,0.9149754127810464,-0.0638653637312512,0.6570106483896351,-0.272912632120192
191,E. Ayerango,0.07635084221948565,0.2217385748449046,-0.281676241162783,-0.3109459144944419,-0.02749370183364804,0.40028590220350135,-0.34675154648638296,-0.05713368602924062,0.614281916264128,0.06511334615318955,0.806662613928799,-0.15165329270455435,-1.1722614344743156,0.45300877516697113,-0.6729218170300055,-0.8985940208796241,0.5249980144452419,0.6649761644124024,0.9729566613770043,0.8809411559206317
192,V. Nabbosa,-0.5812515730257589,-0.4395628442684249,-0.07631353629358113,-0.49118484892052805,-0.35331348240696064,0.2401388210622028,-0.40874836217967103,-0.16613117603760486,-0.21499867069244732,-0.2554667110957443,0.062015484093033396,-0.472121999119698,0.3687173427668456,0.2695945523016011,-0.283162634144411,-0.7900196862370876,-1.1649040450099113,-0.0638653637312512,-0.08019671524755992,-4.900775448186957
193,E. Muwanguzi,0.07635084221948565,-0.20258806314664995,-1.0209819786919094,-0.15323684687161662,-0.8420431532669295,-0.9773058263895067,-0.1607610994065184,-0.8382823644225169,-0.6757101078905446,-0.9882211276647359,1.1310633437582414,-0.5179032428932899,0.6576508634995634,-0.8308907848906184,-1.0139611020549009,-1.1700298574859653,-1.8148663755695857,-0.0638653637312512,0.025118622414896506,-9.380463622484351
194,Y. bin Abu Bakar,-0.8004523781075071,0.25110724430016723,1.1558626929216296,0.6503284024446839,1.0947744312522063,0.5206685720410082,0.46540673909569213,1.1781712007322196,0.9828510660226056,0.6146791585799333,-0.9062715428221197,-0.15165329270455435,0.27240616918927313,0.17788744086891622,1.032274608094471,1.8157643451837895,0.2650130822213723,-0.011805254578133093,0.13043396007735292,8.737446644813005
195,E. Tahirovi?,-0.36205076794401075,0.3290861252675889,0.745137283183226,0.29736048919359853,0.11731508953226857,-0.12427749622871144,0.23601852103052584,0.14269504565276026,0.7985664911433669,0.11091049718875157,-0.7514439217671588,-0.24321578025173823,-0.40177204585373494,-0.18894100486182372,0.3501960380446803,0.3500108275095459,0.5249980144452419,-0.5324063461093141,-0.4488003970661574,0.9493866621089053
196,S. Lombardo,0.9531540625464785,1.4926930633398945,0.2111942505233014,0.5001292904229454,-0.11799919643734605,-0.5115719679683829,0.42820864967971917,0.08819630064857814,-0.30714095813206677,0.24830195029543736,-0.7391560153342253,-0.6094657304404738,0.4650285163444183,0.36130166373428624,0.2527562423232816,0.6214466641158874,0.3950055483333069,-0.6365265644155503,-0.08019671524755992,3.0153590543319306
197,Z. Basile,-1.4580547933527517,0.14477240661731958,0.9504999880524277,0.2673206667892508,0.877561244203331,0.9569876604565877,0.27941629201582774,1.0328412140544005,1.5357047906603225,0.5688820075443712,-0.7784773159196122,-0.472121999119698,-0.2091496986985898,0.36130166373428624,1.1297144038158695,1.381467006613643,0.6549904805571769,0.24849529118745742,0.920298992545776,16.78490060351479
198,M. Wójcik,0.07635084221948565,-0.5631137985284956,-0.3227487821366233,1.1009257385098992,1.5292008053499564,0.5484491881573562,0.8311879516860923,1.6868261541045855,-0.952136970209403,-0.9882211276647359,0.7157321063250914,2.869908796352514,0.27240616918927313,-0.5557694505925636,-0.42932232772650897,-0.35572234766694144,0.13502061610943733,-0.0638653637312512,0.23574929773980935,5.770857497486976
199,V. Apio,-1.2388539882710035,-1.0380760735118824,1.4844430207123522,-0.6714237833466141,-0.06369589967512725,0.7930275535738291,-0.47694485944228804,-0.2932949143806962,3.839261976650809,3.4541025227847766,0.27336747473948897,0.031471682389813474,0.5613396899219908,0.17788744086891622,0.8373950166516735,0.4042979948308142,3.5148247350197437,1.1335171467904652,1.3415603431956018,14.064207079502665
200,E. Kunihira,0.9531540625464785,1.4845913614212014,0.8272823651309066,-0.17576671367487742,-0.642931065138794,-0.9636878773128656,-0.13596237312920312,-0.5294561427321519,-0.39928324557168626,0.9810563668644292,2.6277303472895324,1.4506902393711638,2.77649668220616,3.295929229580205,0.5937955273481769,-0.35572234766694144,0.3950055483333069,-0.0638653637312512,-0.027539046416331692,12.09151755471746
201,R. Lor,0.29555164730123384,-0.2704398167157052,1.0326450700001084,0.4851093792207715,0.406932672264102,0.10722763807418632,0.39101056026374625,0.5786850056862167,1.167135640901845,0.29409910133099937,-0.5253464434011839,-0.472121999119698,1.7170737728528618,1.2783727780611358,1.2758740973979676,1.001456835364765,0.005028149997502366,0.40467561864681173,-0.5014580658973856,8.67151164223028
202,E. Kaweesi,-0.36205076794401075,-0.14081258601661448,0.9504999880524277,0.7179180028544662,0.4793370679470602,0.003186507128648538,0.5212038732196513,0.7240149923640358,-0.7678523953301641,-0.942423976629174,0.5338710911176772,1.35912775182398,1.7170737728528618,2.6539794495514104,0.8861149145123729,0.784308166079692,1.0449678788929815,-0.8447670010280227,-0.5541157347286139,8.763580994720664
203,X. Ngwenya,-0.8004523781075071,1.1200147750800091,1.6487331846077138,0.3424202228001201,0.8051568485203726,0.440595031470359,0.23601852103052584,0.5786850056862167,0.7985664911433669,0.7062734606510573,-0.49094030538897016,0.12303416993699733,-0.11283852512101722,0.36130166373428624,1.5194735867014646,1.2186055046498383,1.3049528111168511,0.14437507288122123,0.9729566613770043,10.91693180276991
204,A. Tusingwire,-0.8004523781075071,0.611632979682013,0.046904086627939934,1.02582618249903,0.8956623431240707,0.006454814907042513,0.8373876332554212,0.9238437240460364,-0.030714095813208348,-0.713438221451364,1.617664438502405,3.648189940503577,0.07978382203412793,-0.37235522772719365,0.05787665088048435,-0.41000951498820976,-0.12496431611443243,-0.2721058003437236,0.025118622414896506,7.052305683931407
205,M. Musenero,-0.8004523781075071,-0.9854150110403769,-0.9388368967442287,-0.7690532061607441,0.26212388089818517,3.5166173689020384,-0.6939337143687967,0.5241862606820347,-1.4128484074075005,-1.5377869400914796,1.3571608221242168,-0.3805595115725141,0.4650285163444183,0.5447158865996561,-0.8190815106121037,-1.2243170248072337,-1.4248889772337812,-0.5844664552624322,0.13043396007735292,-4.771373337780797
206,N. Soto,-0.36205076794401075,1.786379757892522,0.4987020373401839,-0.21331649168031205,-0.11799919643734605,0.16060999845461904,-0.14836173626786076,-0.16613117603760486,0.7985664911433669,0.06511334615318955,-0.03137260479726037,-0.42634075534610605,1.5244514256977164,1.2783727780611358,1.1784343016765688,0.024287823581936444,-0.12496431611443243,0.19643518203433932,-0.29082739057247275,5.629988706838171
207,U. Tan,-0.36205076794401075,-1.1504871876337501,-0.6924016509011864,-1.4149093878542194,-1.385076120889117,,-1.1775088767764443,-1.1834410827823365,,,,-0.1058720489309624,-1.075950260896743,0.2695945523016011,-0.867801408472803,-1.2243170248072337,,0.19643518203433932,0.025118622414896506,-10.148667461137968
208,G. Shah,0.07635084221948565,-1.1808685698288495,-0.7334741918750268,0.41751977881098934,-1.2221662306024608,-1.9349200054589049,0.47160642066502106,-1.0744435927739726,-0.8599946827697836,,3.5370354233266053,-0.6552469742140659,-0.49808321943130757,-0.6474765620252486,-1.452440182801195,-1.1157426901646972,-0.3849492483383022,0.040254854574985004,0.23574929773980935,-6.981289532946918
209,B. Rubio,-1.0196531831892552,0.8364552079257482,-1.0620545196657498,-0.2959260032922681,-0.7877398565047107,-1.0846152651134382,-0.19175950725316251,-0.9654461027656084,-1.0442792576490225,-1.7209755442337276,2.426208681789424,0.6724090952201006,-0.2091496986985898,-0.4640623391598786,-1.0626809999156004,-0.8985940208796241,0.13502061610943733,0.040254854574985004,0.3410646354022658,-6.355523207298676
210,H. Hovhannisyan,2.0491580879552194,-1.0036438403574366,-0.4870389460319847,0.21475097758164247,-0.26280798780326264,-0.8482076691429495,0.20502011318388186,-0.329627411050151,-1.50499069484712,-1.4003954869847939,0.027609346080820545,-0.014309561383778516,-0.7870167401640252,-1.0143050077559885,0.9348348123730722,1.2186055046498383,0.3950055483333069,-1.885969184090385,-1.2913230983658088,-5.784651237819902
211,X. Chevalier,-0.36205076794401075,0.2632597971782071,-0.281676241162783,-0.21331649168031205,-0.26280798780326264,-0.34706714312255915,-0.26615568608510826,-0.329627411050151,-1.0442792576490225,-0.2554667110957443,1.160554319197282,0.30615914503136515,-0.5943943930088801,0.17788744086891622,-0.33188253200511036,-1.0614555228434288,-0.12496431611443243,0.6649761644124024,0.7096683172208633,-2.1926392776557684
212,Q. Mangwiro,0.07635084221948565,-0.7454020916990919,-0.2406037001889426,0.1396514215707732,-0.5886277683765753,-0.8416710535861618,0.1244242527826073,-0.42045865272378774,0.614281916264128,0.6604763096154953,-1.1667751592003084,-0.6094657304404738,-0.5943943930088801,-0.6474765620252486,-0.42932232772650897,0.0785749909032046,0.7849829466691115,0.40467561864681173,0.13043396007735292,-3.2703451802270096
213,E. Akwii,-1.4580547933527517,-1.2173262284629687,-0.8156192738227076,-1.4900089438650885,-1.1859640327609815,,-1.1961079214844308,-1.3106048211254282,,,,-0.1058720489309624,0.17609499561170053,-0.7391836734579336,-0.7216417148907049,-0.681445351594551,,0.5608559461061661,0.28840696657103754,-9.896470895459606
214,F. Chiumia,-0.14284996286226254,0.7665780288770199,1.19693523389547,0.5677188908327279,0.877561244203331,0.5342865211176493,0.4964051469423361,0.8330124823723996,1.167135640901845,0.43149055443768547,-0.43933109837065004,0.30615914503136515,-0.2091496986985898,0.819837220897711,0.5937955273481769,0.3500108275095459,-0.9049191127860415,0.7170362735655204,0.5516953107271786,8.513408175942416
215,K. Katongole,-1.6772555984345,-1.216313515723132,-1.1031270606395902,-1.527558721870523,-1.3488739230476379,,-1.2767037818857054,-1.3469373177948827,,,,-0.5636844866668819,-0.49808321943130757,-1.0143050077559885,-1.160120795636999,-1.7671886980199163,,-0.1679855820374874,0.18309162890858113,-14.485046080035971
216,E. De Santis,-0.36205076794401075,1.523074445534994,0.7862098241570662,-0.24335631408465977,0.008708496007830965,0.08543891955156073,-0.2165582335304778,-0.2569624177112415,1.3514202157810835,0.8436649137577431,-0.06086358023630083,-0.2889970240253302,-0.7870167401640252,-0.4640623391598786,-0.283162634144411,0.4042979948308142,-0.7749266466741067,0.24849529118745742,0.44637997306472216,1.9597333761988303
217,G. Leclercq,-1.4580547933527517,-0.947944639666421,0.7040647422093856,0.5151492016251192,0.6603480571544562,0.4008306201665673,0.34141310770911565,0.8511787307071269,-0.39928324557168626,0.5688820075443712,-0.1837426445656346,-0.6552469742140659,0.3687173427668456,-0.4640623391598786,-0.6242019191693063,0.13286215822447292,0.13502061610943733,1.2896974742498195,0.920298992545776,4.311852990625499
